鉴锅,林家,刮盔惯积穿利扒荐,刮盔惯积斥档,版档,困档
1676,措备堡开矫 合备 魂拜悼 1429-12,1,2018,35.8926879,128.6049837
1677,措备堡开矫 合备 魂拜悼 1425-47,1,2018,35.8940712,128.6050835
1678,措备堡开矫 合备 魂拜悼 1429,1,2018,35.8935565,128.6050506
1679,措备堡开矫 合备 魂拜悼 1429-16,1,2018,35.8927625,128.6046289
1680,措备堡开矫 合备 魂拜悼 1433-59,1,2018,35.8919269,128.6050395
1681,措备堡开矫 合备 魂拜悼 1341-2,1,2018,35.8928169,128.6091644
1682,措备堡开矫 合备 魔魂悼 22-100,1,2018,35.8877779,128.5986822
1683,措备堡开矫 合备 魔魂悼 101-1,1,2018,35.8836373,128.5978818
1684,措备堡开矫 合备 辑函悼 1756-9,1,2018,35.9192674,128.5963727
1685,措备堡开矫 合备 磨己悼1啊 276-153,1,2018,35.8762098,128.6055889
1686,措备堡开矫 合备 魂拜悼 1314-40,1,2018,35.8937302,128.6086003
1687,措备堡开矫 合备 汗泅悼 360-70,1,2018,35.8941755,128.6250724
1688,措备堡开矫 合备 魂拜悼 1279-20,1,2018,35.8958235,128.6124563
1689,措备堡开矫 合备 磨己悼2啊 302-235,1,2018,35.8764151,128.5960658
1690,措备堡开矫 合备 畴盔悼3啊 338-1,1,2018,35.8929691,128.5670133
1691,措备堡开矫 合备 畴盔悼3啊 234-17,1,2018,35.8932934,128.5676079
1692,措备堡开矫 合备 磨己悼2啊 346-11,1,2018,35.8800432,128.5955021
1693,措备堡开矫 合备 包澜悼 1383-3,1,2018,35.9395428,128.5493652
1694,措备堡开矫 合备 怕傈悼 215-2,1,2018,35.9238964,128.5415862
1695,措备堡开矫 合备 怕傈悼 206-60,1,2018,35.9208605,128.5458658
1696,措备堡开矫 合备 魂拜悼 1308-13,1,2018,35.8948089,128.6105079
1697,措备堡开矫 合备 谰郴悼 1310,1,2018,35.9422253,128.5482967
1698,措备堡开矫 合备 魔魂悼 457-31,1,2018,35.8901891,128.583865
1699,措备堡开矫 合备 悼函悼 495,1,2018,35.9214143,128.6030759
1700,措备堡开矫 合备 魂拜悼 1449-1,1,2018,35.8929562,128.6020566
1701,措备堡开矫 合备 汗泅悼 338-29,1,2018,35.8930421,128.6222699
1702,措备堡开矫 合备 魂拜悼 1433-62,1,2018,35.8922055,128.604676
1703,措备堡开矫 合备 魂拜悼 1425-50,1,2018,35.893833,128.6050298
1704,措备堡开矫 合备 魂拜悼 1408-18,1,2018,35.8951571,128.6055497
1705,措备堡开矫 合备 魂拜悼 1408-23,1,2018,35.8951606,128.605694
1706,措备堡开矫 合备 魂拜悼 1408-29,1,2018,35.8950679,128.6056353
1707,措备堡开矫 合备 魔魂悼 447-15,1,2018,35.8861703,128.5829862
1708,措备堡开矫 合备 谰郴悼 1366-3,1,2018,35.9331996,128.5533551
1709,措备堡开矫 合备 魂拜悼 1289-37,1,2018,35.8980392,128.6143628
1710,措备堡开矫 合备 切沥悼 926-4,1,2018,35.9530239,128.5659101
1711,措备堡开矫 合备 切沥悼 926-8,1,2018,35.9522658,128.5657619
1712,措备堡开矫 合备 魂拜悼 1420-5,1,2018,35.8910096,128.605667
1713,措备堡开矫 合备 悼函悼 498-1,1,2018,35.9214477,128.6036242
1714,措备堡开矫 合备 辑函悼 1748,1,2018,35.9215689,128.5960609
1715,措备堡开矫 合备 荤荐悼 1015,1,2018,35.8948051,128.5154584
1716,措备堡开矫 合备 陛龋悼 817,1,2018,35.8951083,128.5199035
1717,措备堡开矫 合备 怕傈悼 1003-4,1,2018,35.9300905,128.5483099
1718,措备堡开矫 合备 陛龋悼 803,1,2018,35.8953955,128.5183182
1719,措备堡开矫 合备 魂拜悼 1705-4,1,2018,35.9085274,128.61401
1720,措备堡开矫 合备 魂拜悼 1418-26,1,2018,35.891519,128.6056903
1721,措备堡开矫 合备 魂拜悼 1686,1,2018,35.9081874,128.6147796
1722,措备堡开矫 合备 措泅悼 394-3,1,2018,35.8819366,128.6074047
1723,措备堡开矫 合备 魂拜悼 277-7,1,2018,35.9048314,128.6116275
1724,措备堡开矫 合备 魂拜悼 1418-23,1,2018,35.8914183,128.6057315
1725,措备堡开矫 合备 谰郴悼 1275,1,2018,35.9466157,128.5498573
1726,措备堡开矫 合备 畴盔悼2啊 5-3,1,2018,35.8925502,128.577057
1727,措备堡开矫 合备 切沥悼 943-1,1,2018,35.9488555,128.5652551
1728,措备堡开矫 合备 魔魂悼 105-74,1,2018,35.8861152,128.594857
1729,措备堡开矫 合备 魂拜悼 493,1,2018,35.9003121,128.6131565
1730,措备堡开矫 合备 魂拜悼 492-47,1,2018,35.8980569,128.6147495
1731,措备堡开矫 合备 荤荐悼 561,1,2018,35.8989763,128.5098588
1732,措备堡开矫 合备 魂拜悼 603-1,1,2018,35.9062097,128.6043673
1733,措备堡开矫 合备 切沥悼 989-4,1,2018,35.9482656,128.5699994
1734,措备堡开矫 合备 魔魂悼 341-3,1,2018,35.8909934,128.5891383
1735,措备堡开矫 合备 谰郴悼 669-1,1,2018,35.9448839,128.5506586
1736,措备堡开矫 合备 措泅悼 285,1,2018,35.8797037,128.610118
1737,措备堡开矫 合备 磨己悼1啊 365,1,2018,35.8753624,128.6092974
1738,措备堡开矫 合备 措泅悼 112-41,1,2018,35.8844042,128.6103239
1739,措备堡开矫 合备 汗泅悼 210-1,1,2018,35.8976082,128.6182657
1740,措备堡开矫 合备 辑函悼 1115-4,1,2018,35.9213054,128.5940824
1741,措备堡开矫 合备 辑函悼 860-6,1,2018,35.9269075,128.5949108
1742,措备堡开矫 合备 辑函悼 1668-28,1,2018,35.9270727,128.5950862
1743,措备堡开矫 合备 畴盔悼2啊 229,1,2018,35.8888239,128.5759892
1744,措备堡开矫 合备 魂拜悼 1416-8,1,2018,35.8916201,128.6068526
1745,措备堡开矫 合备 魔魂悼 312-5,1,2018,35.8910771,128.5930048
1746,措备堡开矫 合备 魔魂悼 1008-21,1,2018,35.9014068,128.5796504
1747,措备堡开矫 合备 魔魂悼 317-8,1,2018,35.8909263,128.5919249
1748,措备堡开矫 合备 魂拜悼 848-19,1,2018,35.8925074,128.5939859
1749,措备堡开矫 合备 怕傈悼 1114,1,2018,35.9127814,128.5480693
1750,措备堡开矫 合备 魂拜悼 1580,1,2018,35.9084943,128.6105546
1751,措备堡开矫 合备 魂拜悼 1611,1,2018,35.9081135,128.6075158
1752,措备堡开矫 合备 辑函悼 1541,1,2018,35.9082781,128.5852441
1753,措备堡开矫 合备 陛龋悼 297-3,1,2018,35.8953062,128.517434
1754,措备堡开矫 合备 怕傈悼 603-2,1,2018,35.9213454,128.5512518
1755,措备堡开矫 合备 荤荐悼 555-2,1,2018,35.8982424,128.5099615
1756,措备堡开矫 合备 畴盔悼2啊 292-2,1,2018,35.8883831,128.5731596
1757,措备堡开矫 合备 谰郴悼 303-1,1,2018,35.9508549,128.5534636
1758,措备堡开矫 合备 磨己悼2啊 385-2,1,2018,35.8802651,128.5977363
1759,措备堡开矫 合备 磨己悼2啊 370-1,1,2018,35.8802606,128.5968894
1760,措备堡开矫 合备 包澜悼 1237-9,1,2018,35.9453078,128.5472077
1761,措备堡开矫 合备 备鞠悼 760,1,2018,35.9273668,128.5596147
1762,措备堡开矫 合备 魔魂悼 105-1,1,2018,35.8859401,128.5961612
1763,措备堡开矫 合备 措泅悼 322-6,1,2018,35.8778017,128.606735
1764,措备堡开矫 合备 辑函悼 1792,1,2018,35.9208941,128.5978401
1765,措备堡开矫 合备 怕傈悼 337-9,1,2018,35.9274429,128.5424307
1766,措备堡开矫 合备 惫快悼 1100-12,1,2018,35.9435369,128.5700059
1767,措备堡开矫 合备 迫崔悼 96-4,1,2018,35.8996023,128.5454612
1768,措备堡开矫 合备 辑函悼 1724-1,1,2018,35.9280861,128.5978364
1769,措备堡开矫 合备 迫崔悼 104-2,1,2018,35.89944,128.5460337
1770,措备堡开矫 合备 怕傈悼 254-20,1,2018,35.9252007,128.5430623
1771,措备堡开矫 合备 切沥悼 947-4,1,2018,35.9494748,128.566892
1772,措备堡开矫 合备 切沥悼 941-4,1,2018,35.9513336,128.5655817
1773,措备堡开矫 合备 悼玫悼 933-3,1,2018,35.9367811,128.5582089
1774,措备堡开矫 合备 魂拜悼 1309-11,1,2018,35.894579,128.6098502
1775,措备堡开矫 合备 辑函悼 1794,1,2018,35.9194602,128.5969332
1776,措备堡开矫 合备 谰郴悼 794-1,1,2018,35.9450939,128.5511658
1777,措备堡开矫 合备 备鞠悼 769-3,1,2018,35.9417789,128.5638259
1778,措备堡开矫 合备 荤荐悼 635,1,2018,35.8971252,128.509134
1779,措备堡开矫 合备 魂拜悼 1424-50,1,2018,35.8952341,128.6030134
1780,措备堡开矫 合备 措泅悼 155-6,1,2018,35.8825325,128.6100762
1781,措备堡开矫 合备 磨己悼2啊 343-10,1,2018,35.8791447,128.5954424
1782,措备堡开矫 合备 魂拜悼 1290-12,1,2018,35.8962635,128.6126452
1783,措备堡开矫 合备 怕傈悼 494-2,1,2018,35.915122,128.5481211
1784,措备堡开矫 合备 魔魂悼 335-1,1,2018,35.8924441,128.5922815
1785,措备堡开矫 合备 魔魂悼 332-10,1,2018,35.8914829,128.5909356
1786,措备堡开矫 合备 魔魂悼 507-21,1,2018,35.8931494,128.5878322
1787,措备堡开矫 合备 怕傈悼 193-14,1,2018,35.9210259,128.5423666
1788,措备堡开矫 合备 八窜悼 887-79,1,2018,35.9130166,128.6149027
1789,措备堡开矫 合备 磨己悼2啊 409-660,1,2018,35.8798969,128.6017208
1790,措备堡开矫 合备 魂拜悼 119-1,1,2018,35.9045418,128.6164181
1791,措备堡开矫 合备 谰郴悼 1363,1,2018,35.9374628,128.5544789
1792,措备堡开矫 合备 措泅悼 335-76,1,2018,35.8786989,128.6088242
1793,措备堡开矫 合备 措泅悼 340-11,1,2018,35.8785935,128.6085278
1794,措备堡开矫 合备 汗泅悼 373-1,1,2018,35.8924294,128.6248997
1795,措备堡开矫 合备 魔魂悼 341-1,1,2018,35.8905339,128.5886701
1796,措备堡开矫 合备 辑函悼 1759-9,1,2018,35.9187174,128.5963747
1797,措备堡开矫 合备 辑函悼 1751-10,1,2018,35.9202275,128.5963817
1798,措备堡开矫 合备 辑函悼 1751-7,1,2018,35.9202285,128.5961845
1799,措备堡开矫 合备 怕傈悼 253-13,1,2018,35.9243505,128.544449
1800,措备堡开矫 合备 措泅悼 3-2,1,2018,35.8817474,128.6118444
1801,措备堡开矫 合备 措泅悼 395-3,1,2018,35.8817221,128.6071441
1802,措备堡开矫 合备 备鞠悼 805-3,1,2018,35.9421209,128.5720227
1803,措备堡开矫 合备 怕傈悼 369-5,1,2018,35.9284099,128.5445979
1804,措备堡开矫 合备 怕傈悼 魂 7-1,1,2018,35.9285757,128.5435296
1805,措备堡开矫 合备 魂拜悼 魂79-1,1,2018,35.8987807,128.5986401
1806,措备堡开矫 合备 魂拜悼 1222-31,1,2018,35.8983496,128.6048864
1807,措备堡开矫 合备 荤荐悼 232-1,1,2018,35.8993775,128.5163766
1808,措备堡开矫 合备 荤荐悼 155,1,2018,35.898913,128.5167343
1809,措备堡开矫 合备 备鞠悼 649-4,1,2018,35.9315273,128.5564509
1810,措备堡开矫 合备 魂拜悼 1408-19,1,2018,35.8951577,128.6053945
1811,措备堡开矫 合备 魔魂悼 116-27,1,2018,35.8875204,128.5962778
1812,措备堡开矫 合备 磨己悼2啊 409-659,1,2018,35.8799877,128.6016973
1813,措备堡开矫 合备 魂拜悼 1417-20,1,2018,35.8914089,128.6063545
1814,措备堡开矫 合备 谰郴悼 426,1,2018,35.9509178,128.556244
1815,措备堡开矫 合备 陛龋悼 297-5,1,2018,35.8949149,128.5172382
1816,措备堡开矫 合备 魂拜悼 1279-10,1,2018,35.8959516,128.6124928
1817,措备堡开矫 合备 包澜悼 1402-7,1,2018,35.9355726,128.5484555
1818,措备堡开矫 合备 魔魂悼 317-4,1,2018,35.8906962,128.5921129
1819,措备堡开矫 合备 魔魂悼 297-4,1,2018,35.890616,128.5919424
1820,措备堡开矫 合备 汗泅悼 437-6,1,2018,35.8931858,128.6162074
1821,措备堡开矫 合备 汗泅悼 595-165,1,2018,35.8933921,128.6161363
1822,措备堡开矫 合备 措泅悼 153-5,1,2018,35.8821113,128.6113537
1823,措备堡开矫 合备 迫崔悼 54-1,1,2018,35.8998332,128.542975
1824,措备堡开矫 合备 魂拜悼 1332-5,1,2018,35.8935287,128.6098261
1825,措备堡开矫 合备 磨己悼2啊 378-22,1,2018,35.8819308,128.5962128
1826,措备堡开矫 合备 磨己悼1啊 276-102,1,2018,35.8771909,128.6041267
1827,措备堡开矫 合备 魔魂悼 18-14,1,2018,35.8867759,128.5991724
1828,措备堡开矫 合备 怕傈悼 1044-1,1,2018,35.9279432,128.5493968
1829,措备堡开矫 合备 悼玫悼 902-2,1,2018,35.9430802,128.5605589
1830,措备堡开矫 合备 怕傈悼 魂84,1,2018,35.9331141,128.5386724
1831,措备堡开矫 合备 魔魂悼 333-14,1,2018,35.8917288,128.5917042
1832,措备堡开矫 合备 磨己悼2啊 350-6,1,2018,35.8803486,128.5944405
1833,措备堡开矫 合备 魂拜悼 1222-59,1,2018,35.8982547,128.6054934
1834,措备堡开矫 合备 备鞠悼 789-4,1,2018,35.9354955,128.5655481
1835,措备堡开矫 合备 磨己悼2啊 71-8,1,2018,35.880644,128.5895671
1836,措备堡开矫 合备 磨己悼1啊 171-12,1,2018,35.8764291,128.6021649
1837,措备堡开矫 合备 磨己悼1啊 185,1,2018,35.8765021,128.6016208
1838,措备堡开矫 合备 魂拜悼 1188-7,1,2018,35.8988249,128.6038382
1839,措备堡开矫 合备 魂拜悼 1498-176,1,2018,35.8897266,128.6030477
1840,措备堡开矫 合备 魂拜悼 1422-1,1,2018,35.8957222,128.6050452
1841,措备堡开矫 合备 概玫悼 226-3,1,2018,35.9087553,128.541597
1842,措备堡开矫 合备 魂拜悼 1381-3,1,2018,35.8882611,128.6021067
1843,措备堡开矫 合备 畴盔悼3啊 776-2,1,2018,35.8893496,128.5682998
1844,措备堡开矫 合备 魂拜悼 1207-39,1,2018,35.8997609,128.6082877
1845,措备堡开矫 合备 迫崔悼 211-1,1,2018,35.8960272,128.5437927
1846,措备堡开矫 合备 畴盔悼3啊 58-43,1,2018,35.9003453,128.5712337
1847,措备堡开矫 合备 绊己悼2啊 112-64,1,2018,35.8799844,128.5817546
1848,措备堡开矫 合备 悼龋悼 204-20,1,2018,35.957311,128.5597874
1849,措备堡开矫 合备 魂拜悼 1740,1,2018,35.9059978,128.6171151
1850,措备堡开矫 合备 魂拜悼 1265-26,1,2018,35.8970074,128.6107202
1851,措备堡开矫 合备 魂拜悼 1264-23,1,2018,35.8974462,128.6104989
1852,措备堡开矫 合备 魂拜悼 1236-5,1,2018,35.8989889,128.6084754
1853,措备堡开矫 合备 荤荐悼 159,1,2018,35.8986247,128.5165654
1854,措备堡开矫 合备 备鞠悼 789,1,2018,35.9354432,128.5635202
1855,措备堡开矫 合备 绊己悼1啊 97-20,1,2018,35.8782949,128.5856773
1856,措备堡开矫 合备 磨己悼1啊 94-2,1,2018,35.8758257,128.6041752
1857,措备堡开矫 合备 悼玫悼 914,1,2018,35.9405895,128.5616296
1858,措备堡开矫 合备 荤荐悼 157-1,1,2018,35.8988173,128.5161668
1859,措备堡开矫 合备 谰郴悼 1240-19,1,2018,35.9472967,128.5453695
1860,措备堡开矫 合备 魂拜悼 1189-1,1,2018,35.8982189,128.6032943
1861,措备堡开矫 合备 绊己悼3啊 64-3,1,2018,35.8832581,128.5831652
1862,措备堡开矫 合备 魔魂悼 295-12,1,2018,35.8911002,128.5916373
1863,措备堡开矫 合备 畴盔悼3啊 643-5,1,2018,35.8905248,128.5586599
1864,措备堡开矫 合备 汗泅悼 484-75,1,2018,35.8900951,128.6179022
1865,措备堡开矫 合备 魔魂悼 1721,1,2018,35.8938416,128.5781668
1866,措备堡开矫 合备 畴盔悼3啊 448-1,1,2018,35.8935699,128.5576646
1867,措备堡开矫 合备 汗泅悼 337-10,1,2018,35.8936987,128.623071
1868,措备堡开矫 合备 备鞠悼 765-1,1,2018,35.9436969,128.5646145
1869,措备堡开矫 合备 辑函悼 1788-6,1,2018,35.9197155,128.598644
1870,措备堡开矫 合备 畴盔悼3啊 765-8,1,2018,35.889159,128.5673356
1871,措备堡开矫 合备 魂拜悼 1277-5,1,2018,35.8951516,128.6118279
1872,措备堡开矫 合备 魂拜悼 魂17-7,1,2018,35.8993443,128.602826
1873,措备堡开矫 合备 魂拜悼 1543,1,2018,35.9017718,128.6159259
1874,措备堡开矫 合备 汗泅悼 364-3,1,2018,35.8925221,128.6227867
1875,措备堡开矫 合备 汗泅悼 595-124,1,2018,35.8943128,128.6154331
1876,措备堡开矫 合备 概玫悼 526,1,2018,35.9023606,128.5401863
1877,措备堡开矫 合备 怕傈悼 1010-2,1,2018,35.9298843,128.5487318
1878,措备堡开矫 合备 怕傈悼 1003-28,1,2018,35.9301715,128.5485215
1879,措备堡开矫 合备 魂拜悼 1422-5,1,2018,35.8957184,128.6046834
1880,措备堡开矫 合备 汗泅悼 364-6,1,2018,35.8923652,128.6231456
1881,措备堡开矫 合备 魔魂悼 105-70,1,2018,35.8830487,128.595881
1882,措备堡开矫 合备 措泅悼 24-16,1,2018,35.8845855,128.6131536
1883,措备堡开矫 合备 魂拜悼 967,1,2018,35.8921744,128.5959673
1884,措备堡开矫 合备 磨己悼2啊 45-9,1,2018,35.88409,128.5895502
1885,措备堡开矫 合备 魂拜悼 1413-15,1,2018,35.8926659,128.6054294
1886,措备堡开矫 合备 荤荐悼 221,1,2018,35.8990141,128.5149656
1887,措备堡开矫 合备 畴盔悼3啊 761-1,1,2018,35.8894211,128.5659459
1888,措备堡开矫 合备 畴盔悼3啊 761-6,1,2018,35.8895003,128.5656979
1889,措备堡开矫 合备 谰郴悼 430,1,2018,35.9512183,128.5552082
1890,措备堡开矫 合备 魔魂悼 13-57,1,2018,35.8877415,128.5973839
1891,措备堡开矫 合备 悼玫悼 909-1,1,2018,35.9426,128.5613002
1892,措备堡开矫 合备 畴盔悼3啊 641,1,2018,35.8903077,128.5594407
1893,措备堡开矫 合备 魂拜悼 1180-146,1,2018,35.8975453,128.598401
1894,措备堡开矫 合备 畴盔悼3啊 600,1,2018,35.8911344,128.5549095
1895,措备堡开矫 合备 怕傈悼 1035-5,1,2018,35.9282831,128.5501341
1896,措备堡开矫 合备 磨己悼2啊 55-3,1,2018,35.8841029,128.5869911
1897,措备堡开矫 合备 魔魂悼 447-26,1,2018,35.8856409,128.5834435
1898,措备堡开矫 合备 魂拜悼 1510-1,1,2018,35.8966709,128.5951853
1899,措备堡开矫 合备 魂拜悼 1314-66,1,2018,35.894179,128.6084614
1900,措备堡开矫 合备 怕傈悼 254-18,1,2018,35.9255288,128.5426921
1901,措备堡开矫 合备 魔魂悼 514-20,1,2018,35.8922956,128.587776
1902,措备堡开矫 合备 备鞠悼 678-11,1,2018,35.9263198,128.5547932
1903,措备堡开矫 合备 魔魂悼 578-2,1,2018,35.8966945,128.589144
1904,措备堡开矫 合备 汗泅悼 340-32,1,2018,35.8934056,128.6208759
1905,措备堡开矫 合备 魔魂悼 309-7,1,2018,35.890606,128.5934415
1906,措备堡开矫 合备 魔魂悼 324-2,1,2018,35.891435,128.591999
1907,措备堡开矫 合备 荤荐悼 68,1,2018,35.896008,128.51631
1908,措备堡开矫 合备 魂拜悼 1421-10,1,2018,35.8923377,128.605685
1909,措备堡开矫 合备 备鞠悼 771-4,1,2018,35.9417706,128.5649387
1910,措备堡开矫 合备 绊己悼1啊 97-7,1,2018,35.8783633,128.5859947
1911,措备堡开矫 合备 魂拜悼 1188-3,1,2018,35.8986642,128.6031643
1912,措备堡开矫 合备 怕傈悼 975,1,2018,35.9268009,128.5458224
1913,措备堡开矫 合备 措泅悼 24-28,1,2018,35.8848579,128.6134568
1914,措备堡开矫 合备 畴盔悼1啊 3-8,1,2018,35.8894693,128.5805702
1915,措备堡开矫 合备 魂拜悼 1314-28,1,2018,35.8942124,128.6086112
1916,措备堡开矫 合备 畴盔悼1啊 366-1,1,2018,35.885641,128.5814976
1917,措备堡开矫 合备 畴盔悼3啊 1199-11,1,2018,35.9026491,128.5786612
1918,措备堡开矫 合备 绊己悼1啊 97-12,1,2018,35.8783179,128.5857938
1919,措备堡开矫 合备 荤荐悼 313,1,2018,35.902476,128.5136457
1920,措备堡开矫 合备 荤荐悼 156,1,2018,35.8988574,128.5162435
1921,措备堡开矫 合备 措泅悼 116-5,1,2018,35.8849491,128.6094779
1922,措备堡开矫 合备 包澜悼 1237-8,1,2018,35.9453868,128.5471309
1923,措备堡开矫 合备 磨己悼2啊 88-7,1,2018,35.8849066,128.5846653
1924,措备堡开矫 合备 谰郴悼 301-1,1,2018,35.9507427,128.5531542
1925,措备堡开矫 合备 魔魂悼 156-12,1,2018,35.8827299,128.5975697
1926,措备堡开矫 合备 荤荐悼 646,1,2018,35.8958366,128.512888
1927,措备堡开矫 合备 魔魂悼 295-3,1,2018,35.8908399,128.5905787
1928,措备堡开矫 合备 汗泅悼 419-2,1,2018,35.8947076,128.6154093
1929,措备堡开矫 合备 魂拜悼 1207-33,1,2018,35.8997908,128.6080543
1930,措备堡开矫 合备 包澜悼 1383-5,1,2018,35.9400227,128.5496866
1931,措备堡开矫 合备 魂拜悼 1332-6,1,2018,35.8934246,128.6097492
1932,措备堡开矫 合备 备鞠悼 785,1,2018,35.9397066,128.567541
1933,措备堡开矫 合备 荤荐悼 564,1,2018,35.8993116,128.5097003
1934,措备堡开矫 合备 切沥悼 953-7,1,2018,35.9516648,128.5687169
1935,措备堡开矫 合备 魂拜悼 796-30,1,2018,35.8964719,128.5947284
1936,措备堡开矫 合备 磨己悼1啊 150-2,1,2018,35.8756169,128.6053234
1937,措备堡开矫 合备 措泅悼 485-2,1,2018,35.881077,128.6071291
1938,措备堡开矫 合备 魔魂悼 137-9,1,2018,35.8876864,128.5943018
1939,措备堡开矫 合备 魂拜悼 1823,1,2018,35.9053945,128.6173165
1940,措备堡开矫 合备 汗泅悼 536-2,1,2018,35.8983154,128.6166104
1941,措备堡开矫 合备 辑函悼 1787-3,1,2018,35.9202832,128.5989778
1942,措备堡开矫 合备 荤荐悼 225,1,2018,35.8985146,128.5154007
1943,措备堡开矫 合备 怕傈悼 220-1,1,2018,35.9255856,128.5456196
1944,措备堡开矫 合备 谰郴悼 1377-6,1,2018,35.9329783,128.5515873
1945,措备堡开矫 合备 怕傈悼 609-10,1,2018,35.9209281,128.5508788
1946,措备堡开矫 合备 谰郴悼 679-6,1,2018,35.9452856,128.5497006
1947,措备堡开矫 合备 荤荐悼 231-9,1,2018,35.899023,128.5159712
1948,措备堡开矫 合备 备鞠悼 840-1,1,2018,35.9385192,128.5697284
1949,措备堡开矫 合备 魔魂悼 645-4,1,2018,35.8996962,128.5886576
1950,措备堡开矫 合备 魔魂悼 211,1,2018,35.8864336,128.5937344
1951,措备堡开矫 合备 措泅悼 435-112,1,2018,35.8830997,128.6034923
1952,措备堡开矫 合备 畴盔悼3啊 61-3,1,2018,35.9002684,128.5672082
1953,措备堡开矫 合备 魂拜悼 1218-22,1,2018,35.8981618,128.6064433
1954,措备堡开矫 合备 汗泅悼 458-1,1,2018,35.8939508,128.6187293
1955,措备堡开矫 合备 畴盔悼2啊 205,1,2018,35.8918525,128.5710692
1956,措备堡开矫 合备 荤荐悼 579,1,2018,35.8991757,128.511157
1957,措备堡开矫 合备 荤荐悼 485,1,2018,35.8993546,128.5091145
1958,措备堡开矫 合备 磨己悼2啊 409-311,1,2018,35.8784189,128.602622
1959,措备堡开矫 合备 措泅悼 182-22,1,2018,35.8850309,128.6084238
1960,措备堡开矫 合备 魔魂悼 295-17,1,2018,35.8907001,128.59086
1961,措备堡开矫 合备 魔魂悼 18-5,1,2018,35.8869672,128.5995818
1962,措备堡开矫 合备 怕傈悼 50-1,1,2018,35.9310313,128.5388915
1963,措备堡开矫 合备 汗泅悼 360-33,1,2018,35.8941423,128.6251995
1964,措备堡开矫 合备 魔魂悼 105-80,1,2018,35.8870098,128.5966649
1965,措备堡开矫 合备 谰郴悼 375,1,2018,35.9550994,128.5546072
1966,措备堡开矫 合备 辑函悼 1797,1,2018,35.9175736,128.5989792
1967,措备堡开矫 合备 怕傈悼 254-26,1,2018,35.9255879,128.5422797
1968,措备堡开矫 合备 磨己悼2啊 24-10,1,2018,35.8849733,128.5909574
1969,措备堡开矫 合备 魂拜悼 1260-15,1,2018,35.8989482,128.6107975
1970,措备堡开矫 合备 迫崔悼 222-1,1,2018,35.8965307,128.5424794
1971,措备堡开矫 合备 磨己悼1啊 276-157,1,2018,35.8763353,128.6050442
1972,措备堡开矫 合备 措泅悼 168-1,1,2018,35.8856159,128.6080412
1973,措备堡开矫 合备 磨己悼 1啊 176-26,1,2018,35.8762337,128.6019615
1974,措备堡开矫 合备 畴盔悼3啊 396,1,2018,35.8926303,128.5622745
1975,措备堡开矫 合备 魔魂悼 310-5,1,2018,35.8905862,128.5930583
1976,措备堡开矫 合备 魔魂悼 261-1,1,2018,35.8879279,128.5917147
1977,措备堡开矫 合备 辑函悼 1785,1,2018,35.9220827,128.59882
1978,措备堡开矫 合备 荤荐悼 211,1,2018,35.898312,128.5145852
1979,措备堡开矫 合备 汗泅悼 595-129,1,2018,35.8938893,128.6156999
1980,措备堡开矫 合备 谰郴悼 339-1,1,2018,35.9535965,128.5529914
1981,措备堡开矫 合备 概玫悼 669,1,2018,35.9094734,128.5458624
1982,措备堡开矫 合备 措泅悼 408-15,1,2018,35.8825742,128.6084741
1983,措备堡开矫 合备 谰郴悼 356-4,1,2018,35.9532534,128.5536883
1984,措备堡开矫 合备 磨己悼1啊 274-7,1,2018,35.8776321,128.6030201
1985,措备堡开矫 合备 谰郴悼 357-1,1,2018,35.9534531,128.5538305
1986,措备堡开矫 合备 魔魂悼 126-1,1,2018,35.8907623,128.5943613
1987,措备堡开矫 合备 磨己悼2啊 407-15,1,2018,35.8800456,128.6007988
1988,措备堡开矫 合备 魂拜悼 486-44,1,2018,35.9022728,128.6159769
1989,措备堡开矫 合备 谰郴悼 1379-16,1,2018,35.9333645,128.5522429
1990,措备堡开矫 合备 魔魂悼 1677,1,2018,35.8904504,128.5931737
1991,措备堡开矫 合备 措泅悼 199-6,1,2018,35.882598,128.6107345
1992,措备堡开矫 合备 切沥悼 533,1,2018,35.9507429,128.5640809
1993,措备堡开矫 合备 磨己悼2啊 530-12,1,2018,35.8770438,128.5981948
1994,措备堡开矫 合备 魂拜悼 1809,1,2018,35.9074853,128.6174911
1995,措备堡开矫 合备 汗泅悼 419-37,1,2018,35.8944246,128.6160993
1996,措备堡开矫 合备 悼玫悼 896-6,1,2018,35.9429179,128.5631987
1997,措备堡开矫 合备 备鞠悼 655-2,1,2018,35.9307413,128.5576095
1998,措备堡开矫 合备 魂拜悼 1203-10,1,2018,35.9014053,128.6067665
1999,措备堡开矫 合备 魂拜悼 487-37,1,2018,35.9016434,128.6158711
2000,措备堡开矫 合备 魔魂悼 309-13,1,2018,35.890779,128.5934897
2001,措备堡开矫 合备 磨己悼2啊 45-12,1,2018,35.8839219,128.5881879
2002,措备堡开矫 合备 魔魂悼 293-12,1,2018,35.8898215,128.5913339
2003,措备堡开矫 合备 汗泅悼 617-8,1,2018,35.8902935,128.6172895
2004,措备堡开矫 合备 荤荐悼 486,1,2018,35.8994895,128.5088444
2005,措备堡开矫 合备 魔魂悼 458-3,1,2018,35.8904732,128.5843687
2006,措备堡开矫 合备 措泅悼 323-36,1,2018,35.8784384,128.6061116
2007,措备堡开矫 合备 磨己悼1啊 159-2,1,2018,35.8759827,128.6047186
